"No.","Time","Source","Destination","Protocol","Length","Info"
"3","0.173629","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"4","0.533882","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"5","6.358354","192.168.1.104","161.117.56.73","UDP","218","52506  >  8053 Len=176"
"6","6.722099","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"7","20.174015","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"8","20.535335","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"10","25.625635","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"11","25.993501","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"14","35.513465","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"15","35.520493","192.168.1.104","161.117.56.73","UDP","234","52506  >  8053 Len=192"
"16","35.890729","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"17","35.890733","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"18","40.174536","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"19","40.534722","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"20","42.910088","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"21","42.912516","192.168.1.104","161.117.56.73","UDP","234","52506  >  8053 Len=192"
"22","43.272752","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"23","43.288611","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"26","60.175099","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"27","60.535161","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"30","80.175268","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"31","80.542576","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"32","100.175757","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"33","100.556964","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"36","120.176264","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"37","120.557359","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"40","140.176504","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"41","140.564688","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"42","154.986284","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"43","155.367099","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"46","160.176930","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"47","160.556078","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"48","162.796782","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"49","163.184252","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"50","180.178561","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"51","180.556561","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"52","200.178266","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"53","200.843027","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"56","220.178639","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"57","220.559409","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"58","240.179874","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"59","240.558774","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"60","260.180221","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"61","260.555113","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"64","280.181009","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"65","280.555430","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"67","300.181414","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"68","300.554940","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"71","320.182010","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"72","320.556313","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"73","335.268064","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"74","335.647606","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"75","340.182413","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"76","340.556706","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"77","343.194045","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"78","343.564778","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"79","360.183046","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"80","360.556981","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"83","380.183407","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"84","380.657475","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"85","400.183871","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"87","400.574883","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"88","415.300343","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"89","415.307171","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"90","415.694162","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"91","415.701088","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"92","420.184111","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"93","420.550153","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"96","440.184709","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"97","440.552656","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"98","460.185264","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"99","460.574053","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"102","480.185769","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"103","480.550410","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"104","500.188884","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"105","500.665685","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"106","520.186546","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"107","520.565235","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"110","540.187029","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"111","540.565553","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"112","560.187762","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"113","560.689963","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"114","580.188071","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"115","580.563358","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"118","600.188595","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"119","600.564723","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"120","620.188699","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"121","620.548986","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"122","635.823400","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"123","636.190278","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"126","640.189324","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"127","640.551401","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"128","643.670686","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"129","644.036533","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"130","660.190029","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"131","660.556872","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"132","680.190431","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"133","680.550162","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"136","697.438958","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"137","697.810674","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"138","698.089576","192.168.1.104","161.117.56.73","UDP","426","52506  >  8053 Len=384"
"139","698.457667","161.117.56.73","192.168.1.104","UDP","234","8053  >  52506 Len=192"
"140","700.191232","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"141","700.557691","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"142","720.191557","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"143","720.552004","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"144","740.192328","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"145","740.693408","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"148","760.192807","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"149","760.551672","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"150","780.192755","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"151","780.572130","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"154","800.193437","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"155","800.572552","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"156","820.193562","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"157","820.571856","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"158","824.486872","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"159","824.496974","192.168.1.104","161.117.56.73","UDP","378","52506  >  8053 Len=336"
"160","824.851019","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"161","824.870908","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"162","840.194061","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"163","840.551276","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"166","860.194315","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"167","860.566698","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"168","881.364004","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"169","881.734987","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"170","901.364774","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"171","901.737902","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"174","921.365908","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"175","921.743688","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"176","4860.075256","192.168.1.104","161.117.56.73","UDP","218","52506  >  8053 Len=176"
"177","4860.442879","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"178","4861.375465","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"179","4861.738807","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"180","4881.176329","192.168.1.104","161.117.56.73","UDP","218","52506  >  8053 Len=176"
"181","4881.376669","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"182","4881.558949","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"183","4881.740950","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"186","4892.151331","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"187","4892.159955","192.168.1.104","161.117.56.73","UDP","378","52506  >  8053 Len=336"
"188","4892.530457","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"189","4892.531336","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"190","4901.377946","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"191","4901.740824","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"192","4904.773492","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"193","4904.778942","192.168.1.104","161.117.56.73","UDP","234","52506  >  8053 Len=192"
"194","4905.141111","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"195","4905.141115","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"196","4908.246617","192.168.1.104","161.117.56.73","UDP","218","52506  >  8053 Len=176"
"197","4908.621192","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"199","4921.379081","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"200","4921.749786","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"203","4941.379878","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"204","4941.750756","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"205","4961.381044","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"206","4961.743670","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"207","4965.100110","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"208","4965.102465","192.168.1.104","161.117.56.73","UDP","234","52506  >  8053 Len=192"
"209","4965.463688","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"210","4965.463689","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"211","4977.312930","192.168.1.104","161.117.56.73","UDP","218","52506  >  8053 Len=176"
"212","4977.686364","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"213","4978.611122","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"214","4978.625940","192.168.1.104","161.117.56.73","UDP","394","52506  >  8053 Len=352"
"215","4979.000472","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"216","4979.000474","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"217","4981.381880","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"218","4981.744517","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"219","4986.327694","192.168.1.104","161.117.56.73","UDP","218","52506  >  8053 Len=176"
"220","4986.700840","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"223","5001.374161","192.168.1.104","161.117.56.73","UDP","218","52506  >  8053 Len=176"
"224","5001.382440","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"225","5001.753470","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"226","5001.753479","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"227","5010.435430","192.168.1.104","161.117.56.73","UDP","218","52506  >  8053 Len=176"
"228","5010.808934","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"231","5021.383528","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"232","5021.747282","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"233","5041.384351","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"234","5041.749193","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"238","5061.385798","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"239","5061.750211","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"240","5081.386697","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"241","5081.751132","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"242","5084.678514","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"243","5085.051215","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"246","5101.387617","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"247","5101.750021","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"248","5121.388425","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"249","5121.885936","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"252","5141.389496","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"253","5141.767835","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"256","5161.390592","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"257","5161.767589","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"259","5181.391568","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"260","5181.903519","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"263","5201.392069","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"264","5201.762553","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"267","5221.393527","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"268","5221.756414","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"269","5224.772743","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"270","5224.787928","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"271","5224.794668","192.168.1.104","161.117.56.73","UDP","154","52506  >  8053 Len=112"
"272","5225.136470","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"273","5225.156377","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"274","5225.164360","161.117.56.73","192.168.1.104","UDP","138","8053  >  52506 Len=96"
"275","5241.394549","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"276","5241.887318","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"279","5261.395530","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"280","5261.768218","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"281","5265.015424","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"282","5265.388266","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"283","5281.396927","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"284","5281.769100","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"288","5301.397628","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"289","5301.944022","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"290","5321.399983","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"291","5321.764907","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"294","5341.399667","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"295","5341.767797","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"296","5361.400955","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"297","5361.898707","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"298","5381.401807","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"299","5381.779515","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"302","5401.402977","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"303","5401.784433","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"304","5421.404029","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"305","5421.891406","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"306","5441.406153","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"307","5441.786261","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"310","5461.406223","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"311","5461.781072","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"312","5481.408865","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"313","5481.907002","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"316","5501.408252","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"317","5501.769826","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"318","5521.410325","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"319","5521.770829","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"320","5541.411439","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"321","5541.900736","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"324","5561.412565","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"325","5561.801602","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"326","5565.489689","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"327","5565.878816","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"328","5581.413290","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"329","5581.801487","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"330","5601.414046","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"331","5601.802302","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"334","5621.415177","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"335","5621.786273","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"336","5641.415953","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"337","5641.784161","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"340","5661.417145","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"341","5661.917062","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"343","5681.417684","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"344","5681.794954","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"345","5701.419355","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"346","5701.795754","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"349","5721.419997","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"350","5721.952604","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"351","5741.420697","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"352","5741.793624","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"353","5761.421449","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"354","5761.793489","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"357","5781.422631","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"358","5781.912271","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"360","5801.423356","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"361","5801.790300","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"364","5821.413076","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"365","5821.785442","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"366","5825.851793","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"367","5825.857015","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"368","5826.225417","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"369","5826.225419","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"370","7881.391765","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"371","7881.757516","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"374","7898.543912","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"375","7898.912317","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"376","7899.179857","192.168.1.104","161.117.56.73","UDP","426","52506  >  8053 Len=384"
"377","7899.557269","161.117.56.73","192.168.1.104","UDP","234","8053  >  52506 Len=192"
"378","7901.392594","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"379","7901.773503","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"380","7906.505058","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"381","7906.869751","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"382","7912.523434","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"383","7912.888999","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"384","7921.393711","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"385","7921.771288","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"389","7941.394703","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"390","7941.774210","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"391","7961.395505","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"392","7961.773155","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"395","7981.396647","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"396","7981.794340","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"397","8001.397619","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"398","8001.795299","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"401","8021.398552","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"402","8021.763727","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"405","8041.399637","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"406","8041.795547","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"408","8061.400230","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"409","8061.778441","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"412","8081.401546","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"413","8081.777333","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"416","8101.402316","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"417","8101.779163","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"420","8121.403472","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"421","8121.779055","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"422","8141.403935","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"423","8141.778856","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"426","8161.405300","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"427","8161.779542","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"431","8181.406302","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
