"No.","Time","Source","Destination","Protocol","Length","Info"
"58","318.666049","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"59","319.041413","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"62","338.666670","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"63","339.022850","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"64","358.666852","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"65","359.042262","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"68","376.828975","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"69","377.226658","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"70","378.667815","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"71","379.041803","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"72","381.621380","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"73","382.017885","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"75","398.667867","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"76","399.043249","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"79","418.668838","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"80","419.164743","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"81","438.669367","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"82","439.036267","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"85","458.669935","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"86","459.037662","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"87","478.670522","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"88","479.049017","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"91","498.670944","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"92","499.051177","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"93","515.744298","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"94","515.749115","192.168.1.104","161.117.56.73","UDP","378","52506  >  8053 Len=336"
"95","516.108040","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"96","516.114914","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"97","516.886866","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"98","516.886870","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"99","517.255956","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"100","517.255957","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"101","518.671257","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"102","519.047034","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"105","538.672022","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"106","539.193545","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"109","558.672191","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"110","559.568031","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"111","578.672617","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"112","579.026459","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"115","598.673493","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"116","599.048915","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"119","618.675380","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"120","619.038276","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"123","638.674530","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"124","639.042844","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"126","658.675647","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"129","660.171357","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"130","677.344556","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"131","677.713723","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"132","678.675345","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"133","679.031672","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"134","682.196661","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"135","682.570777","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"138","698.676091","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"139","699.044227","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"142","718.677715","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"143","719.163747","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"144","738.677410","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"145","739.042176","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"148","758.677583","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"149","759.049663","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"153","778.678404","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"154","779.205119","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"157","798.679247","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"158","799.045591","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"159","818.679256","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"160","819.045930","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"161","838.680518","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"162","839.165371","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"165","858.680341","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"166","859.045906","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"167","878.680792","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"168","879.062330","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"170","898.681683","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"173","899.175815","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"174","918.679471","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"175","919.033871","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"176","938.672888","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"177","939.046538","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"178","945.902244","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"179","945.910294","192.168.1.104","161.117.56.73","UDP","378","52506  >  8053 Len=336"
"180","946.270347","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"181","946.285228","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"184","1718.936575","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"185","1718.936616","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"186","1718.936624","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"187","1718.936630","192.168.1.104","161.117.56.73","UDP","154","52506  >  8053 Len=112"
"188","1718.936640","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"189","1718.936667","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"190","1718.936671","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"191","1718.936675","161.117.56.73","192.168.1.104","UDP","138","8053  >  52506 Len=96"
"192","1738.651558","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"193","1739.006561","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"196","1758.652450","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"197","1759.018028","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"199","1778.652948","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"200","1779.006378","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"203","1798.653148","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"204","1799.026855","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"205","1813.153820","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"206","1813.520101","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"207","1818.653945","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"208","1819.019285","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"209","1825.199329","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"210","1825.559441","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"213","1838.654593","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"214","1839.019575","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"215","1858.655581","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"216","1859.021074","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"219","1878.655438","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"220","1879.020529","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"222","1898.655520","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"223","1899.031987","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"226","1918.656309","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"227","1919.024760","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"228","1938.657120","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"229","1939.025208","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"232","1958.657346","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"233","1959.022627","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"234","1978.658259","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"235","1979.023906","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"238","1993.524554","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"239","1993.906356","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"240","1998.658805","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"241","1999.022451","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"242","2005.497539","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"243","2005.864623","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"244","2018.658809","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"245","2019.032857","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"247","2038.659739","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"248","2039.023259","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"251","2058.659779","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"252","2059.022626","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"253","2078.660141","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"254","2079.024064","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"257","2098.661149","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"258","2099.024442","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"259","2118.661039","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"260","2119.033891","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"261","2138.662098","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"262","2139.022201","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"266","2158.661951","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"267","2159.023709","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"268","2176.422665","192.168.1.104","161.117.56.73","UDP","218","52506  >  8053 Len=176"
"269","2176.799942","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"270","2178.663258","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"271","2179.021934","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"272","2198.663157","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"273","2199.024362","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"276","2203.471746","192.168.1.104","161.117.56.73","UDP","218","52506  >  8053 Len=176"
"277","2203.843659","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"278","2218.663831","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"279","2219.030875","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"280","2238.663730","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"281","2239.024185","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"282","2248.582699","192.168.1.104","161.117.56.73","UDP","218","52506  >  8053 Len=176"
"283","2248.959488","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"286","2258.664032","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"287","2259.024516","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"288","2269.604538","192.168.1.104","161.117.56.73","UDP","218","52506  >  8053 Len=176"
"289","2269.973909","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"291","2278.664491","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"292","2279.025069","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"293","2293.916819","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"294","2294.285221","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"295","2298.665378","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"296","2299.024451","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"297","2306.053329","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"298","2306.433638","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"301","2318.665372","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"302","2319.025880","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"303","2319.990754","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"304","2320.000823","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"305","2320.364820","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"306","2320.365728","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"309","2338.666272","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"310","2339.026291","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"311","2358.666622","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"312","2359.028566","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"315","2378.667118","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"316","2379.036018","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"320","2398.667643","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"321","2399.048482","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"324","2418.668237","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"325","2419.030764","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"326","2438.668713","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"327","2439.032256","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"330","2458.669425","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"331","2459.035651","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"334","2478.669495","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"335","2479.037978","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"338","2498.669889","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"339","2499.030439","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"340","2518.670602","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"341","2519.037706","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"345","2538.671214","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"346","2539.041216","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"349","2558.671315","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"350","2559.053796","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"353","2578.672276","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"354","2579.032019","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"355","2598.672597","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"356","2599.031421","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"357","2618.672720","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"358","2619.032634","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"361","2638.673493","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"362","2639.035175","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"364","2658.674013","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"365","2659.033588","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"366","2678.674191","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"367","2679.044016","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"370","2698.674948","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"371","2699.062377","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"372","2718.675430","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"373","2719.036653","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"376","2738.675956","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"377","2739.058363","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"378","2757.130666","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"379","2757.496522","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"380","2757.769737","192.168.1.104","161.117.56.73","UDP","426","52506  >  8053 Len=384"
"381","2758.146532","161.117.56.73","192.168.1.104","UDP","234","8053  >  52506 Len=192"
"382","2758.676329","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"383","2759.056569","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"385","2778.676999","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"386","2779.059949","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"389","2798.677430","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"390","2799.051224","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"391","2818.677999","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"392","2819.042678","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"393","2838.678133","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"394","2839.042141","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"397","2858.675056","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"398","2859.146454","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"399","2878.672690","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"400","2879.044047","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"401","2890.443718","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"402","2890.460681","192.168.1.104","161.117.56.73","UDP","394","52506  >  8053 Len=352"
"403","2890.804779","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"404","2890.832709","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"405","2895.060877","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"406","2895.431734","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"409","2898.672464","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"410","2899.042716","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"411","2907.082302","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"412","2907.443767","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"413","2918.672340","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"414","2919.044862","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"415","2920.959876","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"416","2920.972705","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"417","2921.323886","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"418","2921.331811","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"419","2938.673026","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"420","2939.045144","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"423","2958.676544","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"424","2959.045468","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"425","2978.673755","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"426","2979.053670","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"427","2998.674385","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"428","2999.045046","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"431","3018.674344","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"432","3019.174423","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"433","3038.674811","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"434","3039.032840","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"437","3058.675398","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"438","3059.055223","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"439","3078.675498","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"440","3079.055559","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
