"No.","Time","Source","Destination","Protocol","Length","Info"
"845","5318.688429","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"846","5319.047710","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"847","5321.052238","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"848","5321.424867","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"849","5322.364338","192.168.1.104","161.117.56.73","UDP","218","52506  >  8053 Len=176"
"850","5322.724750","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"851","5325.035704","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"852","5325.038721","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"853","5325.043073","192.168.1.104","161.117.56.73","UDP","154","52506  >  8053 Len=112"
"854","5325.403858","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"855","5325.412783","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"856","5325.413786","161.117.56.73","192.168.1.104","UDP","138","8053  >  52506 Len=96"
"859","5331.365290","192.168.1.104","161.117.56.73","UDP","218","52506  >  8053 Len=176"
"860","5331.733830","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"861","5337.958591","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"862","5337.964243","192.168.1.104","161.117.56.73","UDP","234","52506  >  8053 Len=192"
"863","5338.324827","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"864","5338.332886","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"865","5338.688435","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"866","5339.047011","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"867","5344.354499","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"868","5344.359240","192.168.1.104","161.117.56.73","UDP","234","52506  >  8053 Len=192"
"869","5344.724999","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"870","5344.725004","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"873","5358.688997","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"874","5359.067194","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"875","5378.689359","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"876","5379.046216","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"879","5398.689515","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"880","5399.046540","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"883","5418.689428","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"884","5419.046612","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"887","5438.690007","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"888","5439.067845","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"889","5457.324408","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"890","5457.715934","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"891","5458.690172","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"892","5459.069051","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"895","5464.409112","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"896","5464.796101","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"897","5478.690559","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"898","5479.047204","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"901","5498.690302","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"902","5499.056359","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"905","5518.691137","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"906","5538.692484","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"907","5539.061713","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"910","5558.691638","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"911","5559.059879","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"914","5578.691482","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"915","5579.040952","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"918","5598.683353","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"919","5599.052079","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"920","5738.672237","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"921","5739.034376","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"924","5758.672938","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"925","5759.033665","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"926","5778.672815","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"927","5779.037878","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"931","5798.672974","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"932","5799.047041","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"933","5818.673032","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"934","5819.061263","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"937","5838.673737","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"938","5839.052296","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"939","5858.673436","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"940","5859.045584","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"943","5878.673676","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"944","5879.046814","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"945","5898.674310","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"946","5899.044928","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"950","5918.674138","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"951","5919.048140","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"952","5926.072967","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"953","5926.080170","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"954","5926.455213","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"955","5926.455218","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"956","5938.088420","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"957","5938.467279","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"958","5938.674288","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"959","5939.044284","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"960","5945.168241","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"961","5945.533342","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"964","5958.674549","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"965","5959.047449","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"966","5978.674619","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"967","5979.049644","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"970","5998.675227","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"971","5999.068699","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"972","6018.675540","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"973","6019.055858","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"977","6038.675227","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"978","6039.053169","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"979","6058.675896","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"980","6059.050335","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"983","6078.676136","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"984","6079.052478","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"985","6098.676135","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"986","6099.047642","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"989","6118.676268","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"990","6119.049933","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"991","6138.676588","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"992","6139.052091","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"995","6158.676584","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"996","6159.046218","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"998","6178.676999","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"999","6179.049261","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1002","6198.677409","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1003","6199.046439","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1004","6218.677278","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1005","6219.048719","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1006","6238.677397","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1007","6239.051897","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1010","6258.677929","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1011","6259.055931","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1012","6278.678135","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1013","6279.055266","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1015","6298.678070","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1016","6299.053428","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1019","6318.678485","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1020","6319.048595","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1021","6338.678794","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1022","6339.055706","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1025","6357.087780","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1026","6357.472942","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1027","6357.744243","192.168.1.104","161.117.56.73","UDP","426","52506  >  8053 Len=384"
"1028","6358.146946","161.117.56.73","192.168.1.104","UDP","234","8053  >  52506 Len=192"
"1029","6358.679043","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1030","6359.050848","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1031","6378.679231","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1032","6379.050132","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1033","6398.679136","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1034","6399.058175","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1038","6410.060708","192.168.1.104","161.117.56.73","UDP","218","52506  >  8053 Len=176"
"1039","6410.450429","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"1040","6418.679184","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1041","6419.049493","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1042","6431.093057","192.168.1.104","161.117.56.73","UDP","218","52506  >  8053 Len=176"
"1043","6431.475605","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"1044","6438.681444","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1045","6439.047656","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1046","6452.187825","192.168.1.104","161.117.56.73","UDP","218","52506  >  8053 Len=176"
"1047","6452.584857","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"1048","6458.680269","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1049","6459.047831","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1050","6461.197485","192.168.1.104","161.117.56.73","UDP","218","52506  >  8053 Len=176"
"1051","6461.574763","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"1054","6478.680445","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1055","6479.055033","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1056","6498.682074","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1057","6499.052182","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1058","6510.448964","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"1059","6510.470484","192.168.1.104","161.117.56.73","UDP","394","52506  >  8053 Len=352"
"1060","6510.864235","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"1061","6510.865189","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"1064","6518.680882","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1065","6519.064350","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1066","6524.309594","192.168.1.104","161.117.56.73","UDP","218","52506  >  8053 Len=176"
"1067","6524.692286","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"1068","6527.076647","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"1069","6527.076651","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"1070","6527.454389","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"1071","6527.465354","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"1072","6538.681102","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1073","6539.053533","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1074","6539.121722","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"1075","6539.490518","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"1078","6545.346362","192.168.1.104","161.117.56.73","UDP","218","52506  >  8053 Len=176"
"1079","6545.753504","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"1080","6546.222537","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"1081","6546.587589","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"1082","6558.681038","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1083","6559.073685","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1084","6560.422571","192.168.1.104","161.117.56.73","UDP","218","52506  >  8053 Len=176"
"1085","6560.791616","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"1088","6569.440577","192.168.1.104","161.117.56.73","UDP","218","52506  >  8053 Len=176"
"1089","6569.833677","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"1090","6578.681535","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1091","6579.080868","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1094","6598.681784","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1095","6599.071937","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1096","6608.515537","192.168.1.104","161.117.56.73","UDP","218","52506  >  8053 Len=176"
"1097","6608.887084","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"1098","6618.681923","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1099","6619.071089","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1102","6638.682293","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1103","6639.069405","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1106","6658.682449","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1107","6659.075574","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1111","6678.682705","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1112","6679.085701","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1113","6695.626586","192.168.1.104","161.117.56.73","UDP","218","52506  >  8053 Len=176"
"1114","6696.000827","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"1115","6698.683122","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1116","6699.057859","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1119","6718.678031","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1120","6719.050863","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1123","6738.672550","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1124","6739.038770","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1127","6758.671498","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1128","6759.043412","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1129","6778.671583","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1130","6779.041172","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1134","6798.671335","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1135","6799.048069","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1138","6818.671474","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1139","6819.037387","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1140","6832.961513","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"1141","6832.971457","192.168.1.104","161.117.56.73","UDP","378","52506  >  8053 Len=336"
"1142","6833.346373","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"1143","6833.346375","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"1146","6838.671995","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1147","6839.036461","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1148","6858.672415","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1149","6859.045491","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1152","6878.672763","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1153","6879.050749","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1156","6898.672353","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1157","6899.046983","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1161","6918.672511","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1162","6919.048125","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1163","6938.672894","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1164","6939.052207","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1167","6958.672749","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1168","6959.071278","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1171","6978.672882","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1172","6979.072533","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1175","6998.673531","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1176","6999.035706","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1177","7018.673666","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1178","7019.036736","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1182","7038.673829","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1183","7039.035978","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1186","7058.674056","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1187","7059.037160","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1190","7078.673893","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1191","7079.035286","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1192","7098.674437","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1193","7099.036324","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1196","7118.674636","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1197","7119.036611","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1198","7128.077457","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"1199","7128.078103","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"1200","7128.078359","192.168.1.104","161.117.56.73","UDP","154","52506  >  8053 Len=112"
"1201","7128.443718","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"1202","7128.443722","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"1203","7128.447586","161.117.56.73","192.168.1.104","UDP","138","8053  >  52506 Len=96"
"1204","7138.674477","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1205","7139.036760","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1206","7140.120161","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"1207","7140.475780","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"1210","7147.246079","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"1211","7147.607801","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"1212","7158.675072","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1213","7159.035752","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1215","7178.675257","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1216","7179.040034","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1219","7198.675243","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1220","7199.046294","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1221","7218.675870","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1222","7219.040247","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1225","7238.676024","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1226","7239.046519","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1227","7258.675912","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1228","7259.057664","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1231","7278.676364","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1232","7279.059637","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1234","7298.676475","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1235","7299.065117","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1238","7318.676339","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1239","7319.059120","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1240","7338.676401","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1241","7339.057144","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1244","7358.676996","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1245","7359.060367","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1246","7378.676839","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1247","7379.057577","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1250","7398.677401","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1251","7399.059732","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1253","7418.677692","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1254","7419.058866","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1257","7438.678086","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1258","7439.075002","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1259","7458.678205","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1260","7459.069082","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1263","7478.678338","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1264","7479.169197","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1265","7498.678857","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1266","7499.048487","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1269","7518.679024","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1270","7519.049638","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1271","7538.679144","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1272","7539.052751","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1275","7558.679438","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1276","7559.055905","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1277","7578.681257","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1278","7579.050973","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1281","7598.680525","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1282","7599.049256","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1283","7618.680820","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1284","7619.050408","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1287","7638.680449","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1288","7639.051512","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1289","7658.680414","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"1290","7659.069482","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"1294","7678.681250","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
