"No.","Time","Source","Destination","Protocol","Length","Info"
"110","506.426359","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"111","506.795037","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"112","526.426407","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"113","526.799192","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"116","536.335825","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"117","536.347083","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"118","536.351655","192.168.1.104","161.117.56.73","UDP","154","52506  >  8053 Len=112"
"119","536.720244","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"120","536.727163","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"121","536.750024","161.117.56.73","192.168.1.104","UDP","138","8053  >  52506 Len=96"
"122","546.426785","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"123","546.804266","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"124","566.426865","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"125","566.942371","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"128","586.426696","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"129","586.801475","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"130","606.427198","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"131","606.809395","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"132","626.423551","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"133","626.925567","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"136","646.422619","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"137","646.806518","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"138","656.596490","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"139","656.973364","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"141","660.510000","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"142","660.893315","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"143","666.422199","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"144","666.806282","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"145","686.422318","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"146","686.921183","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"149","706.422456","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"150","706.805294","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"151","726.422637","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"152","726.793225","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"155","746.422356","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"156","746.792396","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"157","766.422790","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"158","766.788467","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"160","786.422930","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"161","786.921488","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"164","806.422804","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"165","806.912493","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"166","826.422774","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"167","826.784547","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"170","846.422815","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"171","846.794584","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"172","866.423159","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"173","866.906815","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"174","886.422828","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"175","886.793721","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"178","906.423280","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"179","906.890880","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"181","926.419248","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"182","926.794833","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"185","2626.423416","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"186","2626.801072","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"187","2646.423618","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"188","2646.791872","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"192","2666.423635","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"193","2666.801960","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"194","2686.423975","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"195","2686.801593","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"196","2706.424126","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"197","2706.806298","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"200","2726.424319","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"201","2726.802421","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"202","2746.425835","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"203","2746.806535","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"204","2766.425854","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"205","2766.783522","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"208","2780.203065","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"209","2780.592738","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"210","2786.425864","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"211","2786.802711","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"212","2788.187043","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"213","2788.573730","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"214","2806.426207","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"215","2806.801707","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"218","2826.426397","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"219","2826.813878","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"220","2846.426612","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"221","2846.812027","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"222","2866.426217","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"223","2866.807144","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"226","2886.426772","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"227","2886.815173","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"228","2906.426857","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"229","2906.827313","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"230","2926.426807","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"231","2926.828354","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"234","2940.422310","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"235","2940.422884","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"236","2940.801524","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"237","2940.801529","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"238","2946.427403","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"239","2946.822518","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"240","2966.427009","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"241","2966.824611","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"244","2986.427817","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"245","2986.824751","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"246","3006.427861","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"247","3006.788762","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"250","3026.427508","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"251","3026.806685","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"253","3046.428124","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"254","3046.803988","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"257","3066.428209","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"258","3066.831077","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"259","3086.429050","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"260","3086.824187","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"263","3106.428465","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"264","3106.829212","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"265","3107.871714","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"266","3107.880644","192.168.1.104","161.117.56.73","UDP","378","52506  >  8053 Len=336"
"267","3108.263111","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"268","3108.271052","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"269","3126.428767","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"270","3126.803330","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"273","3146.428763","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"274","3146.809514","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"275","3166.429023","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"276","3166.805516","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"280","3186.429274","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"281","3186.822614","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"282","3206.429329","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"283","3206.819708","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"286","3226.429106","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"287","3226.843818","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"288","3246.429574","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"289","3246.818808","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"292","3266.429735","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"293","3266.829000","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"294","3286.429963","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"295","3286.833097","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"299","3306.430247","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"300","3306.816194","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"301","3326.430138","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"302","3326.816249","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"305","3343.533335","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"306","3343.542743","192.168.1.104","161.117.56.73","UDP","394","52506  >  8053 Len=352"
"307","3343.923233","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"308","3343.939244","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"309","3346.430519","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"310","3346.817399","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"311","3366.430771","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"314","3366.813442","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"315","3381.277002","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"316","3381.658575","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"317","3386.430584","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"318","3386.846429","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"319","3389.208326","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"320","3389.616556","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"321","3406.431183","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"324","3406.805623","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"325","3420.752901","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"326","3420.758655","192.168.1.104","161.117.56.73","UDP","234","52506  >  8053 Len=192"
"327","3421.150635","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"328","3421.153488","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"329","3426.431086","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"330","3426.828715","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"331","3445.423494","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"332","3445.796667","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"333","3446.079963","192.168.1.104","161.117.56.73","UDP","426","52506  >  8053 Len=384"
"334","3446.430982","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"335","3446.471706","161.117.56.73","192.168.1.104","UDP","234","8053  >  52506 Len=192"
"338","3446.824730","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"339","3466.431463","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"340","3466.825903","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"341","3486.431235","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"344","3486.824955","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"345","3506.431734","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"346","3506.826097","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"349","3526.433264","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"350","3526.819783","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"353","3540.482902","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"354","3540.867681","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"355","3541.400954","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"356","3541.402521","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"357","3541.783767","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"358","3541.786677","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"360","3546.435794","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"361","3546.825048","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"364","3566.434937","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"365","3566.821014","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"366","7965.218218","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"367","7965.582325","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"370","7986.444814","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"371","7986.817510","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"372","8006.444766","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"373","8006.826715","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"376","8026.444913","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"377","8026.826998","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"378","8046.445105","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"379","8046.828188","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"381","8066.445825","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"382","8066.839313","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"385","8086.445636","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"386","8086.835479","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"387","8106.446555","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"388","8106.977595","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"389","8126.446060","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"392","8135.255754","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"393","8146.446823","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"394","8146.811893","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"395","8166.446596","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"396","8166.811066","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"399","8186.447062","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"400","8186.818114","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"401","8206.446904","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"402","8206.812324","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"403","8207.824191","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"404","8207.832419","192.168.1.104","161.117.56.73","UDP","378","52506  >  8053 Len=336"
"405","8208.191231","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"406","8208.191233","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"407","8226.448504","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"408","8226.814369","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"411","8246.447347","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"412","8246.811422","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"413","8266.447565","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"414","8266.811751","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"415","8286.448200","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"416","8286.811897","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"419","8306.447974","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"420","8306.813004","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"423","8326.448519","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"424","8326.814174","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"425","8346.448807","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"426","8346.812359","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"427","8349.517982","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"428","8349.525762","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"429","8349.897368","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"430","8349.905247","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"433","8366.448939","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"434","8366.812505","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"437","8386.449241","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"438","8386.833693","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
