"No.","Time","Source","Destination","Protocol","Length","Info"
"439","8406.449397","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"440","8406.810650","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"443","8426.449706","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"444","8426.810916","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"446","8446.449595","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"447","8446.818968","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"450","8466.450269","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"451","8466.811168","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"452","8486.449858","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"453","8486.827271","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"456","8500.711698","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"457","8500.720567","192.168.1.104","161.117.56.73","UDP","378","52506  >  8053 Len=336"
"458","8501.108390","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"459","8501.108395","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"460","8506.449984","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"461","8506.822458","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"464","8526.450616","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"465","8526.812520","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"466","8546.450671","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"467","8546.834586","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"470","8566.450542","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"471","8566.819801","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"474","8586.451192","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"475","8586.804900","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"476","8598.653955","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"477","8598.658075","192.168.1.104","161.117.56.73","UDP","234","52506  >  8053 Len=192"
"478","8599.020003","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"479","8599.020008","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"480","8606.450907","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"481","8606.821943","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"484","8626.451628","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"485","8626.840254","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"486","8646.451874","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"487","8646.819328","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"488","8658.980066","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"489","8658.984496","192.168.1.104","161.117.56.73","UDP","234","52506  >  8053 Len=192"
"490","8659.370454","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"491","8659.370459","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"494","8665.470912","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"495","8665.475331","192.168.1.104","161.117.56.73","UDP","234","52506  >  8053 Len=192"
"496","8665.845450","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"497","8665.845455","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"498","8666.451502","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"499","8666.835616","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"500","8686.452249","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"501","8686.831592","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"504","8706.452342","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"505","8706.848662","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"506","8726.452162","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"507","8726.816812","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"510","8746.452235","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"511","8746.834810","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"512","8766.452238","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"513","8766.823017","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"514","8778.311841","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"515","8778.681028","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"518","8785.286452","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"519","8785.652146","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"520","8786.452481","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"521","8786.811193","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"522","8806.452996","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"523","8806.820256","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"527","8826.452892","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"528","8826.846501","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"529","8845.369627","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"530","8845.744472","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"531","8846.024790","192.168.1.104","161.117.56.73","UDP","426","52506  >  8053 Len=384"
"532","8846.382578","161.117.56.73","192.168.1.104","UDP","234","8053  >  52506 Len=192"
"533","8846.453649","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"534","8846.822552","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"537","8866.453834","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"538","8866.822634","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"539","8886.453372","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"540","8886.830266","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"543","8906.452874","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"544","8906.963051","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"545","8926.452858","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"546","8926.821109","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"550","8946.453397","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"551","8946.814206","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"552","8950.617430","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"553","8950.617435","192.168.1.104","161.117.56.73","UDP","186","52506  >  8053 Len=144"
"554","8950.973140","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"555","8950.974042","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"558","8958.615140","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"559","8958.974222","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"560","8965.572748","192.168.1.104","161.117.56.73","UDP","202","52506  >  8053 Len=160"
"561","8965.934341","161.117.56.73","192.168.1.104","UDP","106","8053  >  52506 Len=64"
"562","8966.453569","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"563","8966.814310","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"566","8986.453825","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"567","8986.814428","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"568","9006.454076","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"569","9006.839451","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"572","9026.453788","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"573","9026.826736","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"576","9046.454517","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"577","9046.826845","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"581","9066.454281","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"582","9066.886864","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"583","9086.452696","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"584","9086.813441","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
"589","13006.459628","192.168.1.104","161.117.56.73","UDP","74","52506  >  8053 Len=32"
"590","13006.828452","161.117.56.73","192.168.1.104","UDP","74","8053  >  52506 Len=32"
